state,yr,qtr,index_nsa,index_sa
CT,2010,3,168.07,165.79
CT,2010,4,164.28,164.43
CT,2011,1,160.67,163.42
CT,2011,2,166.13,163.33
CT,2011,3,163.26,160.9
CT,2011,4,159.85,160.11
CT,2012,1,155.81,158.5
CT,2012,2,160.42,157.81
CT,2012,3,161.31,158.67
CT,2012,4,158.12,158.72
CT,2013,1,156.29,158.78
CT,2013,2,162.43,159.9
CT,2013,3,163.53,160.69
CT,2013,4,159.16,160.05
CT,2014,1,159.65,161.89
CT,2014,2,162.29,159.85
CT,2014,3,163.11,160.34
CT,2014,4,159,159.96
CT,2015,1,159.26,161.32
CT,2015,2,164.46,161.97
CT,2015,3,163.85,161.3
CT,2015,4,160.99,161.8
CT,2016,1,159.66,161.64
CT,2016,2,164.55,162.18
CT,2016,3,164.63,162.16
CT,2016,4,163,163.64
CT,2017,1,162.15,164.11
CT,2017,2,167.3,165.08
CT,2017,3,169.8,167.19
CT,2017,4,166.76,167.41
CT,2018,1,166.45,168.33
CT,2018,2,170.94,168.81
CT,2018,3,172.71,170.1
CT,2018,4,170.51,171.17
CT,2019,1,170.1,171.91
CT,2019,2,175.55,173.29
CT,2019,3,177,174.46
CT,2019,4,174.56,175.4
CT,2020,1,176.53,178.23
CT,2020,2,182.38,179.76
CT,2020,3,191.12,188.66
CT,2020,4,198.41,199.58
CT,2021,1,205.91,207.82
CT,2021,2,218.48,214.87
CT,2021,3,224.39,221.66
CT,2021,4,225.71,227.49
CT,2022,1,233.63,235.72
CT,2022,2,249.61,244.97
CT,2022,3,248.85,246
CT,2022,4,247.2,249.44
CT,2023,1,253.6,255.87
CT,2023,2,269.36,264.04
CT,2023,3,273.31,270.31
DC,1991,1,100,100
DC,1991,2,99.83,98.09
DC,1991,3,96.74,94.25
DC,1991,4,96.79,97.11
DC,1992,1,98.04,97.98
DC,1992,2,98.83,97.12
DC,1992,3,99.88,97.44
DC,1992,4,96.56,96.72
DC,1993,1,92.01,91.99
DC,1993,2,96.92,95.22
DC,1993,3,96.96,94.73
DC,1993,4,89.57,89.62
DC,1994,1,94.91,94.85
DC,1994,2,95.98,94.36
DC,1994,3,98.66,96.4
DC,1994,4,90.32,90.36
DC,1995,1,90.46,90.32
DC,1995,2,87.82,86.47
DC,1995,3,90.27,88.11
DC,1995,4,92.96,93.07
DC,1996,1,91.17,90.93
DC,1996,2,93.6,92.27
DC,1996,3,92.86,90.53
DC,1996,4,95.47,95.72
DC,1997,1,86.24,85.89
DC,1997,2,95.09,93.81
DC,1997,3,91.23,88.97
DC,1997,4,92.76,92.94
DC,1998,1,95.32,94.96
DC,1998,2,99.27,97.88
DC,1998,3,104.96,102.49
DC,1998,4,104.68,104.75
DC,1999,1,105.9,105.59
DC,1999,2,108.52,106.87
DC,1999,3,116.29,113.74
DC,1999,4,114.58,114.45
DC,2000,1,123.74,123.62
DC,2000,2,126.63,124.54
DC,2000,3,130.97,128.14
DC,2000,4,130,129.8
DC,2001,1,137.95,137.95
DC,2001,2,144.62,142.24
DC,2001,3,153.24,149.74
DC,2001,4,156.09,155.83
DC,2002,1,162.98,163.21
DC,2002,2,174.77,171.98
DC,2002,3,180.82,176.36
DC,2002,4,186.54,186.24
DC,2003,1,182.28,182.7
DC,2003,2,202.54,199.47
DC,2003,3,212.62,207.16
DC,2003,4,213.3,212.63
DC,2004,1,232.3,233.37
DC,2004,2,244.57,240.8
DC,2004,3,250.21,243.86
DC,2004,4,269.23,267.74
DC,2005,1,274.96,276.67
DC,2005,2,306.89,302.44
DC,2005,3,323.99,315.79
DC,2005,4,316.7,314.05
DC,2006,1,311.84,314.48
DC,2006,2,317.81,313.3
DC,2006,3,329.9,321.61
DC,2006,4,329.91,326.61
DC,2007,1,324.86,327.66
DC,2007,2,335.69,331.41
DC,2007,3,338.09,329.49
DC,2007,4,324.53,320.96
DC,2008,1,321.03,323.78
DC,2008,2,314.3,310.69
DC,2008,3,322.23,313.81
DC,2008,4,308.92,305.72
DC,2009,1,289.12,291.02
DC,2009,2,302.49,299.53
DC,2009,3,306.78,298.76
DC,2009,4,314.77,311.53
DC,2010,1,314.25,315.86
DC,2010,2,305.91,303.22
DC,2010,3,321.95,313.58
DC,2010,4,314.24,311.2
DC,2011,1,306.04,307.2
DC,2011,2,331.9,328.76
DC,2011,3,321.35,313.72
DC,2011,4,329.14,325.66
DC,2012,1,329.83,331.05
DC,2012,2,338.91,335.16
DC,2012,3,356.28,348.54
DC,2012,4,354.79,351.19
DC,2013,1,370.66,371.62
DC,2013,2,382.84,377.87
DC,2013,3,407.25,399.61
DC,2013,4,388.32,384.37
DC,2014,1,415.74,416.42
DC,2014,2,413.85,407.55
DC,2014,3,408.22,401.87
DC,2014,4,423.13,418.89
DC,2015,1,422.46,422.37
DC,2015,2,439.12,432.09
DC,2015,3,458.22,451.96
DC,2015,4,447.8,443.57
DC,2016,1,436.87,436.23
DC,2016,2,470.94,462.78
DC,2016,3,462.07,456.59
DC,2016,4,476.48,472.42
DC,2017,1,481.61,480.21
DC,2017,2,488.82,479.79
DC,2017,3,497.9,492.64
DC,2017,4,505.58,501.8
DC,2018,1,515.86,514.09
DC,2018,2,534.23,523.26
DC,2018,3,509.45,504.9
DC,2018,4,539.5,535.97
DC,2019,1,518.61,516.53
DC,2019,2,535.9,523.96
DC,2019,3,539.6,535.53
DC,2019,4,563.88,560.9
DC,2020,1,562.08,558.88
DC,2020,2,555.99,543.56
DC,2020,3,584.11,579.74
DC,2020,4,581.53,579.43
DC,2021,1,611.25,606.79
DC,2021,2,638.44,624.04
DC,2021,3,628.35,623.88
DC,2021,4,625.58,624.03
DC,2022,1,644.81,639.3
DC,2022,2,661.93,647.23
DC,2022,3,637.27,632.18
DC,2022,4,621.58,621.1
DC,2023,1,627.9,622.03
DC,2023,2,629.04,615.1
DC,2023,3,633.23,627.35
DE,1991,1,100,100
DE,1991,2,99.84,99.82
DE,1991,3,99.92,99.75
DE,1991,4,101.12,100.44
DE,1992,1,100.83,100.84
DE,1992,2,99.79,99.79
DE,1992,3,99.53,99.31
DE,1992,4,100.63,100
DE,1993,1,99.03,99.04
DE,1993,2,99.43,99.46
DE,1993,3,99.22,98.87
DE,1993,4,98.33,97.8
DE,1994,1,96.83,96.85
DE,1994,2,99.61,99.66
DE,1994,3,99.4,98.87
DE,1994,4,99.96,99.6
DE,1995,1,99.73,99.74
DE,1995,2,99.36,99.45
DE,1995,3,100.08,99.35
DE,1995,4,99.49,99.31
DE,1996,1,99.7,99.68
DE,1996,2,99.35,99.45
DE,1996,3,101.05,100.18
DE,1996,4,100.23,100.23
DE,1997,1,100.5,100.42
DE,1997,2,100.93,101.04
DE,1997,3,102.74,101.78
DE,1997,4,100.82,100.9
DE,1998,1,103.05,102.96
DE,1998,2,103.59,103.65
DE,1998,3,106.36,105.37
DE,1998,4,105.61,105.71
DE,1999,1,107.47,107.39
DE,1999,2,109.62,109.66
DE,1999,3,112.03,111.03
DE,1999,4,112.6,112.66
DE,2000,1,114.5,114.47
DE,2000,2,116.14,116.12
DE,2000,3,119.14,118.16
DE,2000,4,121.3,121.28
DE,2001,1,123.83,123.85
DE,2001,2,125.61,125.57
DE,2001,3,128.37,127.36
DE,2001,4,131.45,131.32
DE,2002,1,133.07,133.18
DE,2002,2,137.11,137.02
DE,2002,3,142.43,141.38
DE,2002,4,144.72,144.5
DE,2003,1,147.26,147.4
DE,2003,2,151.59,151.51
DE,2003,3,155.7,154.57
DE,2003,4,159.88,159.57
DE,2004,1,165.22,165.42
DE,2004,2,169.9,169.78
DE,2004,3,180.43,179.14
DE,2004,4,183.88,183.63
DE,2005,1,188.76,188.84
DE,2005,2,196.71,196.55
DE,2005,3,203.21,201.78
DE,2005,4,208.27,208.24
DE,2006,1,214.02,213.89
DE,2006,2,214.88,214.46
DE,2006,3,218.7,217.37
DE,2006,4,220.88,221.26
DE,2007,1,218.4,217.8
DE,2007,2,218.76,218.14
DE,2007,3,221.46,220.57
DE,2007,4,214.11,214.56
DE,2008,1,212.89,211.99
DE,2008,2,208.52,207.75
DE,2008,3,203.04,202.69
DE,2008,4,197.37,197.67
DE,2009,1,200.29,199.26
DE,2009,2,203.42,202.66
DE,2009,3,192.3,192.22
DE,2009,4,189.01,189.05
DE,2010,1,189.64,188.77
DE,2010,2,185.41,184.72
DE,2010,3,183.07,182.98
DE,2010,4,185.77,185.62
DE,2011,1,179.88,179.37
DE,2011,2,173.47,172.82
DE,2011,3,170.03,169.7
DE,2011,4,175.01,174.81
DE,2012,1,168.67,168.59
DE,2012,2,172.27,171.57
DE,2012,3,176.36,175.52
DE,2012,4,175.58,175.54
DE,2013,1,178.36,178.79
DE,2013,2,180.09,179.1
DE,2013,3,181.96,180.57
DE,2013,4,179.63,180.07
DE,2014,1,176.99,177.68
DE,2014,2,183.38,182.04
DE,2014,3,182.02,180.32
DE,2014,4,176.89,177.75
DE,2015,1,182.86,183.73
DE,2015,2,184.54,182.79
DE,2015,3,187.11,185.34
DE,2015,4,186.2,187.43
DE,2016,1,186.1,186.91
DE,2016,2,192.08,190.04
DE,2016,3,192.23,190.6
DE,2016,4,188.9,190.13
DE,2017,1,189.98,190.8
DE,2017,2,194.04,191.8
DE,2017,3,196.78,195.4
DE,2017,4,193.81,195.05
DE,2018,1,204.07,204.69
DE,2018,2,206.26,203.88
DE,2018,3,203.98,202.89
DE,2018,4,201.18,202.39
DE,2019,1,199.15,199.51
DE,2019,2,212.06,209.52
DE,2019,3,214.43,213.71
DE,2019,4,216.21,217.51
DE,2020,1,217.01,217.01
DE,2020,2,222.21,219.56
DE,2020,3,227.15,226.74
DE,2020,4,235.3,236.67
DE,2021,1,247.73,247.49
DE,2021,2,255.73,252.63
DE,2021,3,261.63,261.43
DE,2021,4,270.14,271.76
DE,2022,1,285.71,285.16
DE,2022,2,298.99,295.4
DE,2022,3,288.03,287.89
DE,2022,4,301.7,303.62
DE,2023,1,299.42,298.72
DE,2023,2,305.27,301.53
DE,2023,3,310.1,309.99
FL,1991,1,100,100
FL,1991,2,100.24,100.16
FL,1991,3,100.01,99.67
FL,1991,4,100.7,100.36
FL,1992,1,101.01,101
FL,1992,2,100.83,100.77
FL,1992,3,102.1,101.72
FL,1992,4,102.39,102.07
FL,1993,1,102.36,102.34
FL,1993,2,103.56,103.52
FL,1993,3,104.32,103.88
FL,1993,4,105.16,104.89
FL,1994,1,105.63,105.6
FL,1994,2,106.21,106.16
FL,1994,3,107.63,107.15
FL,1994,4,108.08,107.87
FL,1995,1,108.43,108.36
FL,1995,2,108.86,108.77
FL,1995,3,110.29,109.78
FL,1995,4,110.23,110.12
FL,1996,1,110.78,110.66
FL,1996,2,111.59,111.45
FL,1996,3,112.48,111.99
FL,1996,4,112.33,112.28
FL,1997,1,113.4,113.23
FL,1997,2,113.88,113.69
FL,1997,3,114.53,114.08
FL,1997,4,115.55,115.54
FL,1998,1,117.17,116.98
FL,1998,2,118.43,118.16
FL,1998,3,119.87,119.45
FL,1998,4,120.75,120.73
FL,1999,1,122.58,122.4
FL,1999,2,124.67,124.35
FL,1999,3,126.33,125.93
FL,1999,4,128.12,128.05
FL,2000,1,130.62,130.49
FL,2000,2,133.13,132.76
FL,2000,3,136.02,135.59
FL,2000,4,138.95,138.82
FL,2001,1,142.31,142.28
FL,2001,2,146.45,146.03
FL,2001,3,150.69,150.15
FL,2001,4,154.4,154.22
FL,2002,1,157.9,157.98
FL,2002,2,163.29,162.81
FL,2002,3,167.95,167.24
FL,2002,4,172.62,172.41
FL,2003,1,177.85,178.07
FL,2003,2,183.6,183.05
FL,2003,3,189.72,188.8
FL,2003,4,196.42,196.23
FL,2004,1,203.77,204.1
FL,2004,2,214.95,214.28
FL,2004,3,226.83,225.62
FL,2004,4,237.77,237.6
FL,2005,1,252.31,252.77
FL,2005,2,270.44,269.54
FL,2005,3,288.59,287.02
FL,2005,4,298.97,298.84
FL,2006,1,305.88,306.49
FL,2006,2,310.2,309.07
FL,2006,3,310.23,308.52
FL,2006,4,307.85,307.74
FL,2007,1,304.87,305.56
FL,2007,2,302.16,300.95
FL,2007,3,288.39,286.79
FL,2007,4,274.92,274.83
FL,2008,1,254.98,255.71
FL,2008,2,235.7,234.68
FL,2008,3,217.61,216.29
FL,2008,4,202.55,202.5
FL,2009,1,191.92,192.61
FL,2009,2,188.91,188.06
FL,2009,3,186.31,184.99
FL,2009,4,183.95,183.98
FL,2010,1,181.68,182.52
FL,2010,2,180,179.14
FL,2010,3,176.54,175.09
FL,2010,4,171.56,171.67
FL,2011,1,164.32,165.22
FL,2011,2,166.34,165.49
FL,2011,3,168.92,167.42
FL,2011,4,168.63,168.8
FL,2012,1,171,172.02
FL,2012,2,177.14,176.18
FL,2012,3,181.54,179.9
FL,2012,4,183.1,183.31
FL,2013,1,188.23,189.35
FL,2013,2,196.53,195.43
FL,2013,3,202.55,200.77
FL,2013,4,205.36,205.61
FL,2014,1,206.55,207.7
FL,2014,2,212.38,211.16
FL,2014,3,216.39,214.65
FL,2014,4,219.84,220.09
FL,2015,1,224.61,225.73
FL,2015,2,231.48,230.13
FL,2015,3,236.99,235.24
FL,2015,4,240.63,240.96
FL,2016,1,245.16,246.12
FL,2016,2,253.4,251.95
FL,2016,3,260.46,258.68
FL,2016,4,263.31,263.77
FL,2017,1,268,268.77
FL,2017,2,276.08,274.55
FL,2017,3,281.05,279.23
FL,2017,4,284.22,284.86
FL,2018,1,290.28,290.88
FL,2018,2,298.07,296.44
FL,2018,3,303.19,301.25
FL,2018,4,304.06,304.9
FL,2019,1,309.18,309.71
FL,2019,2,314.6,312.82
FL,2019,3,319.09,316.91
FL,2019,4,323.09,324.25
FL,2020,1,331.31,331.93
FL,2020,2,337.96,335.9
FL,2020,3,347.65,345.04
FL,2020,4,361.2,362.79
FL,2021,1,376.28,377.2
FL,2021,2,402.98,400.3
FL,2021,3,432.89,429.25
FL,2021,4,454.63,456.96
FL,2022,1,485.93,487.54
FL,2022,2,521.02,517.23
FL,2022,3,527.9,523.01
FL,2022,4,520.79,523.78
FL,2023,1,526.32,528.48
FL,2023,2,541.22,537
FL,2023,3,554.11,548.58
GA,1991,1,100,100
GA,1991,2,100.17,99.67
GA,1991,3,100.02,99.73
GA,1991,4,101.11,100.62
GA,1992,1,101.7,101.72
GA,1992,2,101.26,100.75
GA,1992,3,103.06,102.73
GA,1992,4,103.17,102.69
GA,1993,1,103.26,103.29
GA,1993,2,104.68,104.16
GA,1993,3,105.12,104.72
GA,1993,4,106.09,105.64
GA,1994,1,106.5,106.53
GA,1994,2,108.29,107.76
GA,1994,3,109.29,108.82
GA,1994,4,110.09,109.68
GA,1995,1,110.53,110.55
GA,1995,2,112.29,111.76
GA,1995,3,113.78,113.23
GA,1995,4,114.96,114.59
GA,1996,1,116.06,116.05
GA,1996,2,117.58,117.05
GA,1996,3,118.73,118.12
GA,1996,4,119.01,118.68
GA,1997,1,120.55,120.51
GA,1997,2,121.93,121.4
GA,1997,3,123.49,122.84
GA,1997,4,124.72,124.4
GA,1998,1,126.34,126.26
GA,1998,2,128.82,128.27
GA,1998,3,130.81,130.12
GA,1998,4,132.74,132.4
GA,1999,1,134.98,134.89
GA,1999,2,137.5,136.92
GA,1999,3,140.48,139.75
GA,1999,4,142.15,141.77
GA,2000,1,144.04,143.95
GA,2000,2,147.36,146.76
GA,2000,3,149.29,148.49
GA,2000,4,151.29,150.86
GA,2001,1,152.92,152.84
GA,2001,2,155.56,154.94
GA,2001,3,157.35,156.49
GA,2001,4,158.58,158.11
GA,2002,1,160.46,160.43
GA,2002,2,161.72,161.08
GA,2002,3,163.89,162.94
GA,2002,4,165.73,165.23
GA,2003,1,167.03,167.1
GA,2003,2,168.51,167.79
GA,2003,3,170.35,169.32
GA,2003,4,170.63,170.09
GA,2004,1,171.53,171.79
GA,2004,2,174.59,173.69
GA,2004,3,177.09,175.94
GA,2004,4,178.66,178.13
GA,2005,1,180.11,180.69
GA,2005,2,184.6,183.4
GA,2005,3,187.89,186.48
GA,2005,4,190.64,190.27
GA,2006,1,191.81,192.69
GA,2006,2,195.63,194.19
GA,2006,3,196.98,195.06
GA,2006,4,198.55,198.52
GA,2007,1,198.01,199.23
GA,2007,2,202.11,200.42
GA,2007,3,200,197.53
GA,2007,4,195.6,196.06
GA,2008,1,190.58,191.93
GA,2008,2,189.74,188.09
GA,2008,3,185.31,182.53
GA,2008,4,172.99,173.68
GA,2009,1,173.59,175.09
GA,2009,2,172.68,171.05
GA,2009,3,175.35,172.37
GA,2009,4,167.2,168.12
GA,2010,1,161.89,163.42
GA,2010,2,166.55,164.91
GA,2010,3,159.47,156.63
GA,2010,4,151.24,152.1
GA,2011,1,149.28,150.87
GA,2011,2,147.86,146.18
GA,2011,3,148.58,146.07
GA,2011,4,146.68,147.48
GA,2012,1,144.66,146.22
GA,2012,2,152.21,150.31
GA,2012,3,156.4,154.05
GA,2012,4,156.57,157.26
GA,2013,1,159.52,161.28
GA,2013,2,168.03,165.68
GA,2013,3,170.83,168.62
GA,2013,4,170.69,171.4
GA,2014,1,175.07,176.87
GA,2014,2,179.32,176.67
GA,2014,3,180.48,178.41
GA,2014,4,182.47,183.25
GA,2015,1,184.22,185.93
GA,2015,2,191.59,188.65
GA,2015,3,193.94,191.97
GA,2015,4,193.12,194.02
GA,2016,1,195.1,196.62
GA,2016,2,203.95,200.84
GA,2016,3,206.09,204.23
GA,2016,4,206.73,207.7
GA,2017,1,209.64,210.96
GA,2017,2,217.93,214.75
GA,2017,3,219.59,217.8
GA,2017,4,220.73,221.69
GA,2018,1,225.93,227.02
GA,2018,2,234.47,231.31
GA,2018,3,237.72,235.97
GA,2018,4,237.05,237.99
GA,2019,1,240.25,241.03
GA,2019,2,248.63,245.59
GA,2019,3,250.05,248.35
GA,2019,4,253.1,253.93
GA,2020,1,259.51,260.16
GA,2020,2,265.23,262.21
GA,2020,3,272.88,271.09
GA,2020,4,282.72,283.51
GA,2021,1,295.02,295.7
GA,2021,2,310.45,307.02
GA,2021,3,328.06,325.9
GA,2021,4,341.94,342.77
GA,2022,1,359.41,360.39
GA,2022,2,382.63,378.4
GA,2022,3,381.61,378.96
GA,2022,4,381.53,382.5
GA,2023,1,384.91,386.15
GA,2023,2,400.34,395.8
GA,2023,3,408.78,405.79
HI,1991,1,100,100
HI,1991,2,98.02,98.21
HI,1991,3,100.89,100.84
HI,1991,4,100.11,100.25
HI,1992,1,103.15,103.22
HI,1992,2,98.4,98.5
HI,1992,3,102.93,102.98
HI,1992,4,102.72,102.78
HI,1993,1,101.88,102.04
HI,1993,2,103.24,103.25
HI,1993,3,99.92,100.03
HI,1993,4,101.87,101.89
HI,1994,1,99.45,99.65
HI,1994,2,101.46,101.41
HI,1994,3,100.91,101.07
HI,1994,4,98.69,98.7
HI,1995,1,99.01,99.23
HI,1995,2,96.88,96.73
HI,1995,3,94.59,94.85
HI,1995,4,95.35,95.33
HI,1996,1,91.36,91.59
HI,1996,2,94.36,94.11
HI,1996,3,89.98,90.35
HI,1996,4,89.04,88.96
HI,1997,1,86.05,86.31
HI,1997,2,83.89,83.61
HI,1997,3,84.32,84.69
HI,1997,4,84.15,84.08
HI,1998,1,83.35,83.61
HI,1998,2,86.4,86.16
HI,1998,3,84.7,85
HI,1998,4,84.05,83.98
HI,1999,1,84.14,84.42
HI,1999,2,82.52,82.39
HI,1999,3,83.2,83.31
HI,1999,4,86.17,86.17
HI,2000,1,90.39,90.71
HI,2000,2,90.02,89.96
HI,2000,3,90.41,90.33
HI,2000,4,92.91,93.04
HI,2001,1,95.74,96.07
HI,2001,2,98.61,98.57
HI,2001,3,99.95,99.71
HI,2001,4,101.88,102.27
HI,2002,1,103.05,103.24
HI,2002,2,107.92,107.95
HI,2002,3,112.24,111.86
HI,2002,4,114.11,114.75
HI,2003,1,117.66,117.73
HI,2003,2,120.42,120.45
HI,2003,3,130.22,129.8
HI,2003,4,137.34,138.17
HI,2004,1,142.37,142.32
HI,2004,2,153.26,153.44
HI,2004,3,166.27,165.62
HI,2004,4,169.03,170.13
HI,2005,1,179.17,179.09
HI,2005,2,195.31,195.56
HI,2005,3,204.56,203.67
HI,2005,4,204.8,206.24
HI,2006,1,216.3,216.12
HI,2006,2,212.18,212.6
HI,2006,3,212.7,211.46
HI,2006,4,212.45,214.29
HI,2007,1,217.92,217.71
HI,2007,2,215.2,215.38
HI,2007,3,213.62,212.4
HI,2007,4,206.29,208.37
HI,2008,1,207.42,207.08
HI,2008,2,205.82,205.79
HI,2008,3,197.7,196.69
HI,2008,4,199.9,202.13
HI,2009,1,193.8,193.27
HI,2009,2,180.92,180.8
HI,2009,3,184.18,183.49
HI,2009,4,177.77,179.67
HI,2010,1,178.79,178.14
HI,2010,2,178.75,178.76
HI,2010,3,173.48,172.96
HI,2010,4,176.11,177.8
HI,2011,1,159.5,158.88
HI,2011,2,168.74,168.93
HI,2011,3,173.05,172.54
HI,2011,4,164.11,165.42
HI,2012,1,170.15,169.63
HI,2012,2,176.94,177.35
HI,2012,3,177.28,176.55
HI,2012,4,182.47,183.79
HI,2013,1,188.15,187.82
HI,2013,2,191.7,192.21
HI,2013,3,197,195.99
HI,2013,4,196.12,197.45
HI,2014,1,204.83,204.68
HI,2014,2,198.08,198.7
HI,2014,3,207.93,206.63
HI,2014,4,208.44,209.84
HI,2015,1,214.11,214.09
HI,2015,2,212.85,213.42
HI,2015,3,216.73,215.6
HI,2015,4,220.91,222.06
HI,2016,1,222.82,222.89
HI,2016,2,218.75,219.5
HI,2016,3,221.75,220.59
HI,2016,4,229.77,230.69
HI,2017,1,224.66,224.87
HI,2017,2,236.42,237.35
HI,2017,3,248.69,247.46
HI,2017,4,246.14,246.68
HI,2018,1,242.4,242.96
HI,2018,2,247.69,248.77
HI,2018,3,253.84,252.45
HI,2018,4,253.61,253.91
HI,2019,1,257.45,258.4
HI,2019,2,255.38,256.44
HI,2019,3,259.74,258.28
HI,2019,4,263.34,263.36
HI,2020,1,269.54,271.02
HI,2020,2,274.26,275.18
HI,2020,3,273.65,272.08
HI,2020,4,281.24,281.16
HI,2021,1,287.75,289.63
HI,2021,2,311.17,311.98
HI,2021,3,331.71,329.85
HI,2021,4,339.75,339.67
HI,2022,1,351.84,354.24
HI,2022,2,362.76,363.49
HI,2022,3,378.91,376.98
HI,2022,4,383.98,383.77
HI,2023,1,368.83,371.43
HI,2023,2,385.05,385.7
HI,2023,3,375.4,373.69
IA,1991,1,100,100
IA,1991,2,101.26,100.53
IA,1991,3,102.48,101.25
IA,1991,4,103.03,102.52
IA,1992,1,103.73,103.74
IA,1992,2,106.61,105.85
IA,1992,3,108.43,107.11
IA,1992,4,108.77,108.25
IA,1993,1,110.89,110.88
IA,1993,2,112.95,112.16
IA,1993,3,115.9,114.45
IA,1993,4,118.12,117.6
IA,1994,1,118.69,118.66
IA,1994,2,120.63,119.79
IA,1994,3,122.87,121.33
IA,1994,4,122.84,122.33
IA,1995,1,123.46,123.4
IA,1995,2,126.05,125.15
IA,1995,3,128.67,127.08
IA,1995,4,128.85,128.35
IA,1996,1,130.16,130.08
IA,1996,2,131.95,130.92
IA,1996,3,133.77,132.21
IA,1996,4,133.48,132.98
IA,1997,1,134.05,133.96
IA,1997,2,136.29,135.12
IA,1997,3,137.39,135.86
IA,1997,4,137.9,137.41
IA,1998,1,139.46,139.36
IA,1998,2,142.35,141.04
IA,1998,3,144.01,142.5
IA,1998,4,146.38,145.83
IA,1999,1,146.29,146.18
IA,1999,2,150.08,148.66
IA,1999,3,151.52,149.99
IA,1999,4,152.45,151.84
IA,2000,1,153.45,153.37
IA,2000,2,156.21,154.72
IA,2000,3,158.11,156.52
IA,2000,4,157.64,156.98
IA,2001,1,159.26,159.22
IA,2001,2,161.87,160.33
IA,2001,3,163.1,161.43
IA,2001,4,163.85,163.14
IA,2002,1,163.86,163.87
IA,2002,2,167.28,165.66
IA,2002,3,169.35,167.61
IA,2002,4,170.3,169.54
IA,2003,1,171.01,171.09
IA,2003,2,173.83,172.11
IA,2003,3,175.83,174
IA,2003,4,175.95,175.18
IA,2004,1,177.13,177.28
IA,2004,2,181.55,179.72
IA,2004,3,183.1,181.09
IA,2004,4,184.9,184.18
IA,2005,1,184.01,184.22
IA,2005,2,190.18,188.25
IA,2005,3,190.29,188.04
IA,2005,4,190.82,190.15
IA,2006,1,192.13,192.47
IA,2006,2,195.93,193.99
IA,2006,3,197.12,194.53
IA,2006,4,195.63,194.99
IA,2007,1,196.24,196.82
IA,2007,2,199.39,197.37
IA,2007,3,201.47,198.57
IA,2007,4,197.83,197.21
IA,2008,1,196.52,197.4
IA,2008,2,197.86,195.79
IA,2008,3,197.91,194.8
IA,2008,4,195.91,195.39
IA,2009,1,192.22,193.31
IA,2009,2,195.1,192.95
IA,2009,3,197.69,194.44
IA,2009,4,194.73,194.23
IA,2010,1,192.4,193.69
IA,2010,2,197.12,194.82
IA,2010,3,192.55,189.33
IA,2010,4,193.47,193.02
IA,2011,1,186.23,187.56
IA,2011,2,192.24,189.91
IA,2011,3,194.11,190.89
IA,2011,4,192.12,191.69
IA,2012,1,192.74,194.11
IA,2012,2,196.05,193.64
IA,2012,3,198.61,195.36
IA,2012,4,197.23,196.8
IA,2013,1,196.86,198.17
IA,2013,2,203.35,200.91
IA,2013,3,205.17,201.84
IA,2013,4,204.21,203.73
IA,2014,1,203.22,204.52
IA,2014,2,207.71,205.28
IA,2014,3,210.42,207.02
IA,2014,4,209.26,208.73
IA,2015,1,209.27,210.63
IA,2015,2,214.76,212.24
IA,2015,3,217.42,213.89
IA,2015,4,218.02,217.51
IA,2016,1,216.99,218.42
IA,2016,2,223.48,220.8
IA,2016,3,227.63,223.92
IA,2016,4,225.49,225.04
IA,2017,1,226.6,228.06
IA,2017,2,232.47,229.63
IA,2017,3,235.77,231.92
IA,2017,4,234.97,234.59
IA,2018,1,235.53,237
IA,2018,2,244.19,241.12
IA,2018,3,246.69,242.73
IA,2018,4,244.94,244.61
IA,2019,1,245.17,246.7
IA,2019,2,250.13,246.83
IA,2019,3,254.91,250.9
IA,2019,4,252.8,252.58
IA,2020,1,253.81,255.33
IA,2020,2,261.52,257.95
IA,2020,3,267.93,263.78
IA,2020,4,273.43,273.35
IA,2021,1,278.59,280.18
IA,2021,2,292.92,288.79
IA,2021,3,301.4,296.75
IA,2021,4,304.93,305.01
IA,2022,1,312.54,314.23
IA,2022,2,331.01,326.26
IA,2022,3,334.01,328.83
IA,2022,4,331.76,332.01
IA,2023,1,335.57,337.37
IA,2023,2,345.94,340.86
IA,2023,3,352.28,346.81
ID,1991,1,100,100
ID,1991,2,101.52,100.84
ID,1991,3,103.8,102.76
ID,1991,4,106.28,105.44
ID,1992,1,107.21,107.23
ID,1992,2,110.07,109.33
ID,1992,3,112.24,111.09
ID,1992,4,114.92,114.03
ID,1993,1,116.6,116.67
ID,1993,2,119.36,118.52
ID,1993,3,124.44,123.11
ID,1993,4,125.29,124.37
ID,1994,1,126.41,126.51
ID,1994,2,130.53,129.59
ID,1994,3,132.99,131.49
ID,1994,4,132.99,132.1
ID,1995,1,133.85,133.99
ID,1995,2,135.64,134.61
ID,1995,3,137.06,135.44
ID,1995,4,137.53,136.77
ID,1996,1,136.58,136.66
ID,1996,2,138.28,137.16
ID,1996,3,139.6,137.93
ID,1996,4,139.79,139.16
ID,1997,1,139.17,139.19
ID,1997,2,140.81,139.57
ID,1997,3,142.45,140.79
ID,1997,4,141.4,140.91
ID,1998,1,142.22,142.15
ID,1998,2,144.36,142.97
ID,1998,3,145.32,143.67
ID,1998,4,144.69,144.32
ID,1999,1,146.09,146
ID,1999,2,148.9,147.34
ID,1999,3,149.62,147.92
ID,1999,4,149.73,149.5
ID,2000,1,150.72,150.61
ID,2000,2,152.41,150.75
